pid,weight,x_utm,y_utm,lat,lon
1025,100.53125,550934.6866276078,5274019.436899489,47.6175767,-122.322181
1026,481.6413848528156,549137.4144211912,5273304.979854459,47.611287399999995,-122.3461769
1027,138.41879173705084,550123.7952038688,5271554.263587617,47.59546029999999,-122.3332532
1028,507.6801927547495,550362.9373419266,5272252.095205994,47.6017203,-122.3299922
1029,33.118958921703154,551177.495386593,5275658.039185795,47.6323003,-122.31875850000002
1030,33.118958921703154,551146.695811205,5275653.367286513,47.632260699999996,-122.319169
1031,33.118958921703154,551190.1583919056,5275457.542044836,47.6304954,-122.3186134
1032,0.8996828078850063,551649.144401091,5275477.364820542,47.63063729999998,-122.312502
1033,33.118958921703154,551235.8543768161,5274886.706350278,47.6253559,-122.31807200000002
1034,481.6413848528156,549044.6330847414,5273463.703501152,47.612722500000004,-122.3473936
1035,481.6413848528156,549127.919357953,5273357.894021119,47.6117642,-122.3462973
1036,66.63043478260873,551229.5879779971,5273765.940489842,47.6152727,-122.3182865
1037,6.533224587879943,550210.4142951106,5273725.028910255,47.6149844,-122.33185240000002
1038,93.54311810626854,549822.8358671485,5272236.16350872,47.601618699999996,-122.33717880000002
1039,138.41879173705084,550052.9315381412,5271352.415086454,47.59364969999999,-122.33421879999999
1040,138.41879173705084,550050.6042517599,5271554.424241291,47.595467400000004,-122.3342267
1041,59.206350118539376,551030.7030237948,5274279.869942979,47.619912299999996,-122.32087300000002
1042,890.2412885550517,549741.3283093562,5272484.389282459,47.6038583,-122.33823489999999
1043,890.2412885550517,549749.783245065,5272490.752248628,47.6039149,-122.3381217
1044,890.2412885550517,549772.5520528984,5272444.0875737155,47.6034933,-122.33782410000002
1045,181.60547746585303,549666.3722377005,5272614.624272538,47.6050358,-122.3392173
1046,140.3994728427065,549412.8427618045,5274333.293836807,47.620518399999995,-122.3423963
1047,140.3994728427065,549413.3530086232,5274416.690857834,47.6212687,-122.34238009999999
1048,93.54311810626854,549886.3473517903,5272244.331041581,47.6016873,-122.336333
1049,164.6243669448561,550342.1735915845,5273506.67434586,47.61300959999999,-122.3301243
1050,183.5192023700494,550639.138078818,5273046.668031202,47.60884769999999,-122.32622620000001
1051,183.5192023700494,550634.39670422,5273054.295920937,47.6089167,-122.3262884
1052,890.2412885550517,549836.8311088202,5272328.756193724,47.60245069999999,-122.3369821
1053,140.3994728427065,549061.196190339,5274373.669777246,47.6209084,-122.34707129999998
1054,710.2890650336079,550046.6337261914,5274024.092256992,47.6176878,-122.3339975
1055,710.2890650336079,550053.1720683078,5274020.55838906,47.61765549999999,-122.33391090000002
1056,710.2890650336079,550034.8306638803,5274036.87273386,47.6178037,-122.33415310000001
1057,73.73053303143445,550305.0536869074,5274910.128353999,47.6256396,-122.330457
1058,507.6801927547495,549779.2808184692,5272287.218603664,47.60208140000001,-122.3377524
1059,241.63233538745038,551593.5137090081,5273652.057653109,47.614219199999994,-122.3134575
1060,241.63233538745038,551571.3615305824,5273638.057254839,47.614095,-122.31375389999998
